Category	Org1_ID	Org2_ID	Rank	K_Expected
OtO	Q8IWX5	Q810K3	1	1
OtO	Q8IWX7	Q8CGY6	1	1
OtO	Q8IWX8	Q8CGZ0	1	1
OtO	Q8IWY4	Q6NZL8	1	1
OtO	Q8IWY9	Q8CC12	1	1
OtO	Q8IWZ3	E9PUR0	1	1
OtO	Q8IWZ5	Q9D2H5	1	1
OtO	Q8IWZ6	Q8K2G4	1	1
OtO	Q8IWZ8	Q8CH02	1	1
OtO	Q8IX01	Q8CH09	1	1
OtO	Q8IX03	Q5SXA9	1	1
OtO	Q8IX04	Q3U1V6	1	1
OtO	Q8IX05	Q9DCG2	1	1
OtO	Q8IX07	O35615	1	1
OtO	Q8IX12	Q8CH18	1	1
OtO	Q8IX15	Q80W88	1	1
OtO	Q8IX18	Q6PE54	1	1
OtO	Q8IX19	Q9D8U6	1	1
OtO	Q8IX21	Q6P9P0	1	1
OtO	Q8IX29	Q9QZM9	1	1
OtO	Q8IX30	Q66PY1	1	1
OtO	Q8IX90	Q8C263	2	1
OtO	Q8IXA5	Q9D9X8	1	1
OtO	Q8IXB1	Q9DC23	1	1
OtO	Q8IXB3	Q8C838	1	1
OtO	Q8IXE1	Q8VFC8	1	1
OtO	Q8IXF0	Q9QZQ0	1	1
OtO	Q8IXH6	Q8CFU8	1	1
OtO	Q8IXH7	Q922L6	1	1
OtO	Q8IXH8	P59862	1	1
OtO	Q8IXI1	Q8JZN7	1	1
OtO	Q8IXI2	Q8BG51	1	1
OtO	Q8IXJ6	Q8VDQ8	1	1
OtO	Q8IXJ9	P59598	1	1
OtO	Q8IXK0	Q9QWH1	1	1
OtO	Q8IXK2	Q8BGT9	1	1
OtO	Q8IXL6	Q5MJS3	1	1
OtO	Q8IXL7	Q8BU85	129	1
OtO	Q8IXM2	Q9DCT6	1	1
OtO	Q8IXM3	Q9CQN7	1	1
OtO	Q8IXM6	Q8VC65	1	1
OtO	Q8IXM7	Q810P2	1	1
OtO	Q8IXN7	Q6PFX8	1	1
OtO	Q8IXP5	Q9D8Q6	1	1
OtO	Q8IXQ3	Q8VCE4	1	1
OtO	Q8IXQ4	Q69ZC8	1	1
OtO	Q8IXQ5	Q8BUL5	1	1
OtO	Q8IXQ6	Q8CAS9	1	1
OtO	Q8IXQ8	Q9D9M4	1	1
OtO	Q8IXQ9	Q80ZM3	1	1
OtO	Q8IXR5	Q24JP3	1	1
OtO	Q8IXR9	Q8CCC3	10	1
OtO	Q8IXS0	Q9D9W6	2	1
OtO	Q8IXS2	Q8VHI7	1	1
OtO	Q8IXS8	Q8C729	1	1
OtO	Q8IXT1	Q6NZG4	1	1
OtO	Q8IXT2	Q8CGW9	1	1
OtO	Q8IXU6	Q7TML3	1	1
OtO	Q8IXV7	Q9D2D9	1	1
OtO	Q8IXW0	Q0VET5	3	1
OtO	Q8IXW5	Q8VC34	1	1
OtO	Q8IXY8	Q9D6D8	1	1
OtO	Q8IXZ2	Q8CHP0	1	1
OtO	Q8IXZ3	Q8BMJ8	1	1
OtO	Q8IY17	Q3TRM4	1	1
OtO	Q8IY18	Q8CG46	1	1
OtO	Q8IY21	E9PZQ1	1	1
OtO	Q8IY22	Q9D486	1	1
OtO	Q8IY26	Q9D4F2	1	1
OtO	Q8IY31	Q61025	1	1
OtO	Q8IY33	Q3TN34	2	1
OtO	Q8IY34	Q8BPX9	1	1
OtO	Q8IY37	Q6NZL1	1	1
OtO	Q8IY42	Q99K99	1	1
OtO	Q8IY45	B8JKV0	1	1
OtO	Q8IY47	G3X9X1	1	1
OtO	Q8IY49	Q8R189	1	1
OtO	Q8IY50	Q1LZI2	1	1
OtO	Q8IY51	Q8BUZ3	1	1
OtO	Q8IY57	Q99LW6	1	1
OtO	Q8IY63	Q9D4H4	1	1
OtO	Q8IY67	Q9CW46	1	1
OtO	Q8IY81	Q9DBE9	1	1
OtO	Q8IY82	Q6V3W6	1	1
OtO	Q8IY84	Q8BHI9	1	1
OtO	Q8IY92	Q6P1D7	1	1
OtO	Q8IY95	Q9CXT7	1	1
OtO	Q8IYA6	Q7TS74	1	1
OtO	Q8IYA7	Q8BIA3	1	1
OtO	Q8IYA8	Q6PDM4	1	1
OtO	Q8IYB1	Q8C525	1	1
OtO	Q8IYB3	Q52KI8	1	1
OtO	Q8IYB4	Q8C437	1	1
OtO	Q8IYB5	Q91VZ6	1	1
OtO	Q8IYB7	Q8CI75	1	1
OtO	Q8IYB8	Q80YD1	1	1
OtO	Q8IYD1	Q149F3	1	1
OtO	Q8IYD2	Q91XA8	1	1
OtO	Q8IYD8	Q8BGE5	2	1
OtO	Q8IYD9	Q8CB14	1	1
OtO	Q8IYE0	E9Q9F7	1	1
OtO	Q8IYE1	D3YV10	1	1
OtO	Q8IYF3	Q14AT2	1	1
OtO	Q8IYG6	Q8K375	1	1
OtO	Q8IYH5	Q6KAQ7	1	1
OtO	Q8IYI0	Q9D112	5	1
OtO	Q8IYI6	Q6PGF7	1	1
OtO	Q8IYJ0	Q6P1B3	1	1
OtO	Q8IYJ1	Q1RLL3	1	1
OtO	Q8IYJ2	Q8CET2	1	1
OtO	Q8IYJ3	Q99N80	1	1
OtO	Q8IYK2	Q9D4K7	1	1
OtO	Q8IYK4	Q6NVG7	1	1
OtO	Q8IYK8	Q8VEL9	1	1
OtO	Q8IYL2	Q9D2Q2	1	1
OtO	Q8IYL3	Q80WR5	1	1
OtO	Q8IYL9	Q61038	1	1
OtO	Q8IYM0	D3Z420	1	1
OtO	Q8IYM1	A0A2R8VJU7	1	1
OtO	Q8IYN2	Q9CZY2	1	1
OtO	Q8IYN6	Q8BQH4	1	1
OtO	Q8IYP2	Q8BW11	1	1
OtO	Q8IYP9	Q5Y5T3	1	1
OtO	Q8IYQ7	Q8BH55	1	1
OtO	Q8IYR0	Q6PE87	1	1
OtO	Q8IYR2	Q8BTK5	1	1
OtO	Q8IYR6	Q6PFE7	1	1
OtO	Q8IYS0	Q8CI52	1	1
OtO	Q8IYS1	A3KG59	1	1
OtO	Q8IYS2	Q91X21	1	1
OtO	Q8IYS5	Q8VBT3	1	1
OtO	Q8IYT1	B7XG49	1	1
OtO	Q8IYT2	Q8BWQ4	1	1
OtO	Q8IYT3	D3YXL0	1	1
OtO	Q8IYT4	Q9D3R6	1	1
OtO	Q8IYT8	Q9QY01	1	1
OtO	Q8IYU2	Q3U0D9	1	1
OtO	Q8IYU4	Q14DL0	1	1
OtO	Q8IYU8	Q8CD10	1	1
OtO	Q8IYV9	Q9D9J7	1	1
OtO	Q8IYW2	E9Q2C0	7	1
OtO	Q8IYW4	E9Q1Z2	1	1
OtO	Q8IYW5	Q80XJ2	1	1
OtO	Q8IYX1	Q9D9D3	1	1
OtO	Q8IYX3	Q80X53	2	1
OtO	Q8IYX4	Q6VY05	1	1
OtO	Q8IYX7	B1AXP3	2	1
OtO	Q8IYX8	Q8VDS7	1	1
OtO	Q8IYY4	Q499E4	1	1
OtO	Q8IZ02	Q9DAM1	3	1
OtO	Q8IZ07	Q80UP5	1	1
OtO	Q8IZ08	Q7TQP2	1	1
OtO	Q8IZ20	I7HJS4	1	1
OtO	Q8IZ21	Q501J7	1	1
OtO	Q8IZ40	Q8C796	1	1
OtO	Q8IZ41	Q5RI75	1	1
OtO	Q8IZ52	Q6IQX7	1	1
OtO	Q8IZ57	P97799	1	1
OtO	Q8IZ63	F6TNE3	2	1
OtO	Q8IZ69	Q8BNV1	1	1
OtO	Q8IZ73	Q149F1	1	1
OtO	Q8IZ81	Q8BGF6	1	1
OtO	Q8IZ83	Q571I9	1	1
OtO	Q8IZ96	B7ZP21	3548	1
OtO	Q8IZA0	Q8K135	1	1
OtO	Q8IZA3	Q8VIK3	1	1
OtO	Q8IZC4	Q14B46	1	1
OtO	Q8IZC6	Q5QNQ9	1	1
OtO	Q8IZD0	Q8K070	1	1
OtO	Q8IZD2	Q3UG20	1	1
OtO	Q8IZD4	Q3U564	1	1
OtO	Q8IZD6	Q504N2	1	1
OtO	Q8IZD9	Q8CIQ7	1	1
OtO	Q8IZE3	Q9DBQ7	1	1
OtO	Q8IZF0	Q8BXR5	1	1
OtO	Q8IZF2	G5E8Q8	1	1
OtO	Q8IZF3	Q9D2L6	1	1
OtO	Q8IZF4	Q3V3Z3	1	1
OtO	Q8IZF5	Q58Y75	1	1
OtO	Q8IZF6	B7ZCC9	1	1
OtO	Q8IZF7	E9Q4J9	1	1
OtO	Q8IZH2	P97789	1	1
OtO	Q8IZJ1	Q8K1S3	1	1
OtO	Q8IZJ6	Q8K3F7	128	1
OtO	Q8IZK6	Q8K595	1	1
OtO	Q8IZL2	F6U238	1	1
OtO	Q8IZL8	Q9DBD5	1	1
OtO	Q8IZL9	Q9JHU3	1	1
OtO	Q8IZM8	Q9DAU9	1	1
OtO	Q8IZM9	G3UVW3	1	1
OtO	Q8IZN3	Q8BQQ1	1	1
OtO	Q8IZN7	Q8R2I4	2	1
OtO	Q8IZP0	Q8CBW3	1	1
OtO	Q8IZP7	Q9QYK4	1	1
OtO	Q8IZP9	Q8CJ12	1	1
OtO	Q8IZQ1	Q6VNB8	1	1
OtO	Q8IZQ5	Q3UQA7	1	1
OtO	Q8IZQ8	Q8VIM5	1	1
OtO	Q8IZR5	Q8CJ61	1	1
OtO	Q8IZS5	Q8BGX4	130	1
OtO	Q8IZS6	P11985	1	1
OtO	Q8IZS8	Q9Z1L5	1	1
OtO	Q8IZT6	Q8CJ27	1	1
OtO	Q8IZT8	Q8BSL4	1	1
OtO	Q8IZU2	E9Q271	1	1
OtO	Q8IZU3	P70281	1	1
OtO	Q8IZU8	Q0VBN2	1	1
OtO	Q8IZU9	Q8BR86	1	1
OtO	Q8IZV2	Q9CZR4	1	1
OtO	Q8IZV5	Q8VCH7	1	1
OtO	Q8IZW8	Q8BZ33	1	1
OtO	Q8IZY2	Q91V24	1	1
OtO	Q8J025	Q3U128	1	1
OtO	Q8N0S2	Q9D495	1	1
OtO	Q8N0S6	Q3U3S3	1	1
OtO	Q8N0T1	Q0VG62	1	1
OtO	Q8N0U4	Q7TPD2	1	1
OtO	Q8N0U7	A2AGB2	1	1
OtO	Q8N0U8	Q6TEK5	1	1
OtO	Q8N0V3	Q6P3B9	1	1
OtO	Q8N0V4	Q8K4Z0	1	1
OtO	Q8N0V5	P97402	1	1
OtO	Q8N0W3	Q7TMC8	1	1
OtO	Q8N0W5	E9PUC1	1	1
OtO	Q8N0W7	Q80ZA7	1	1
OtO	Q8N0X2	Q8K450	1	1
OtO	Q8N0X4	Q8R4N0	1	1
OtO	Q8N0X7	Q8R1X6	1	1
OtO	Q8N0Y2	Q3TDV8	1	1
OtO	Q8N0Y5	A2AVB5	1	1
OtO	Q8N0Z2	Q8BUZ1	1	1
OtO	Q8N0Z3	Q8C804	1	1
OtO	Q8N0Z6	Q99LG4	1	1
OtO	Q8N0Z8	A2ADA5	1	1
OtO	Q8N0Z9	D3YX43	1	1
OtO	Q8N100	Q9Z2E5	1	1
OtO	Q8N108	Q5UAK0	1	1
OtO	Q8N111	Q9JKC6	1	1
OtO	Q8N112	A0A571BE98	1	1
OtO	Q8N114	Q9D7I0	1	1
OtO	Q8N118	Q6A152	1	1
OtO	Q8N119	Q8K3F2	1	1
OtO	Q8N122	Q8K4Q0	1	1
OtO	Q8N123	Q3V0P1	21	1
OtO	Q8N126	Q99N28	1	1
OtO	Q8N127	Q7TR55	1	1
OtO	Q8N128	Q8BR63	1	1
OtO	Q8N129	Q8BQ47	1	1
OtO	Q8N130	Q80SU6	1	1
OtO	Q8N131	Q91Z22	1	1
OtO	Q8N135	Q8K1S1	1	1
OtO	Q8N136	D3Z7A5	1	1
OtO	Q8N137	Q8CB62	1	1
OtO	Q8N138	Q9CPZ6	1	1
OtO	Q8N139	Q8K441	3	1
OtO	Q8N140	Q3V124	1	1
OtO	Q8N141	Q6P9Y7	2	1
OtO	Q8N142	P28650	1	1
OtO	Q8N143	O88282	1	1
OtO	Q8N144	Q91YD1	1	1
OtO	Q8N145	Q8K406	1	1
OtO	Q8N157	Q8K3E5	1	1
OtO	Q8N158	Q8BKV1	1	1
OtO	Q8N159	Q8R4H7	1	1
OtO	Q8N163	Q8VDP4	1	1
OtO	Q8N165	Q8QZR7	1	1
OtO	Q8N183	Q59J78	1	1
OtO	Q8N187	Q8VHI4	1	1
OtO	Q8N196	P70178	1	1
OtO	Q8N1A0	Q8CCX5	1	1
OtO	Q8N1A6	Q8BGN2	1	1
OtO	Q8N1B3	Q8QZR8	1	1
OtO	Q8N1B4	Q8C754	1	1
OtO	Q8N1C3	Q9R0Y8	1	1
OtO	Q8N1D5	Q4KKZ1	1	1
OtO	Q8N1E2	Q9D7Q0	1	1
OtO	Q8N1E6	Q8BID8	1	1
OtO	Q8N1F7	Q8BJ71	1	1
OtO	Q8N1F8	Q3TAA7	1	1
OtO	Q8N1G0	Q9D2D7	1	1
OtO	Q8N1G1	Q7TT28	1	1
OtO	Q8N1G2	Q9DBC3	1	1
OtO	Q8N1G4	Q505F5	1	1
OtO	Q8N1H7	Q9CTN5	1	1
OtO	Q8N1I0	P59764	1	1
OtO	Q8N1K5	Q8BGW0	1	1
OtO	Q8N1L9	Q8R1H8	1	1
OtO	Q8N1M1	Q6H1V1	1	1
OtO	Q8N1N0	P70194	1	1
OtO	Q8N1N4	E9Q0F0	1320	1
OtO	Q8N1P7	A0A2I3BQG2	1	1
OtO	Q8N1Q1	Q9D6N1	1	1
OtO	Q8N1Q8	Q9CQJ0	1	1
OtO	Q8N1S5	Q8BWY7	1	1
OtO	Q8N1T3	Q9D6A1	1	1
OtO	Q8N1V2	Q5F201	1	1
OtO	Q8N1W1	P97433	1	1
OtO	Q8N1W2	Q3U288	1	1
OtO	Q8N201	Q6P4S8	1	1
OtO	Q8N205	Q8CII8	1	1
OtO	Q8N228	Q80VG1	1	1
OtO	Q8N239	A2AI76	1	1
OtO	Q8N257	Q8CGP0	1	1
OtO	Q8N264	Q8C4V1	1	1
OtO	Q8N271	Q3UUY6	1	1
OtO	Q8N283	E9Q9D8	1	1
OtO	Q8N292	Q8CB93	1	1
OtO	Q8N2A8	Q5SWZ9	1	1
OtO	Q8N2C7	Q8BLN6	1	1
OtO	Q8N2E2	Q6DFV8	1	1
OtO	Q8N2F6	Q9D0L7	1	1
OtO	Q8N2G4	Q8BLC3	1	1
OtO	Q8N2G6	B2RVL6	1	1
OtO	Q8N2G8	Q99J23	1	1
OtO	Q8N2H3	Q3U4I7	1	1
OtO	Q8N2H4	Q78S06	1	1
OtO	Q8N2H9	Q8BXR6	1	1
OtO	Q8N2I9	Q7TNL3	1	1
OtO	Q8N2K0	Q99LR1	1	1
OtO	Q8N2K1	Q6P073	1	1
OtO	Q8N2M4	Q9D8N3	1	1
OtO	Q8N2M8	Q8CFC7	1	1
OtO	Q8N2Q7	Q99K10	1	1
OtO	Q8N2R0	Q91ZD1	1	1
OtO	Q8N2R8	Q8BUP8	1	1
OtO	Q8N2U0	Q5F285	1	1
OtO	Q8N2U9	Q80XM9	1	1
OtO	Q8N2W9	Q9JM05	1	1
OtO	Q8N2Y8	Q80U22	1	1
OtO	Q8N2Z9	Q9D084	1	1
OtO	Q8N300	Q99LQ4	1	1
OtO	Q8N302	Q7TN31	1	1
OtO	Q8N307	Q8BUE7	4	1
OtO	Q8N309	Q3V0L5	1	1
OtO	Q8N335	Q3ULJ0	1	1
OtO	Q8N336	Q3V1U8	1	1
OtO	Q8N344	Q3U3N0	1	1
OtO	Q8N350	Q66L44	1	1
OtO	Q8N357	Q8VE96	1	1
OtO	Q8N365	Q3TQ03	1	1
OtO	Q8N370	Q8CGA3	1	1
OtO	Q8N371	Q9CXT6	1	1
OtO	Q8N386	Q8K1T1	1	1
OtO	Q8N387	Q8C6Z1	1	1
OtO	Q8N392	Q8K0Q5	1	1
OtO	Q8N393	Q8BV42	1	1
OtO	Q8N394	Q56A06	1	1
OtO	Q8N398	Q3UR50	1	1
OtO	Q8N3A8	Q3UD82	1	1
OtO	Q8N3C0	E9PZJ8	1	1
OtO	Q8N3C7	Q8CI96	1	1
OtO	Q8N3D4	Q99MS7	1	1
OtO	Q8N3E9	Q8K2J0	1	1
OtO	Q8N3F0	Q8CGA4	1	1
OtO	Q8N3F8	Q8BGT6	1	1
OtO	Q8N3F9	E9Q343	1	1
OtO	Q8N3G9	Q6NXM3	1	1
OtO	Q8N3H0	Q7TPG7	1	1
OtO	Q8N3I7	Q9CZQ9	1	1
OtO	Q8N3J2	Q3U034	1	1
OtO	Q8N3J3	Q32P12	1	1
OtO	Q8N3J5	Q8BXN7	1	1
OtO	Q8N3J6	Q8BLQ9	1	1
OtO	Q8N3J9	Q4VA44	1	1
OtO	Q8N3K9	Q70KF4	1	1
OtO	Q8N3L3	Q8VBT1	1	1
OtO	Q8N3P4	Q0P5W1	1	1
OtO	Q8N3R3	Q66JZ4	1	1
OtO	Q8N3R9	Q9JLB2	1	1
OtO	Q8N3S3	Q8CB19	1	1
OtO	Q8N3T1	Q9D2N8	1	1
OtO	Q8N3T6	Q8CEF9	1	1
OtO	Q8N3U4	O35638	1	1
OtO	Q8N3V7	Q8CC35	1	1
OtO	Q8N3X1	Q6ZQ03	1	1
OtO	Q8N3X6	Q3U285	1	1
OtO	Q8N3Y1	Q8BIA4	1	1
OtO	Q8N3Y3	Q5XPT3	1	1
OtO	Q8N3Y7	Q7TQA3	1	1
OtO	Q8N3Z0	Q8C0F9	1	1
OtO	Q8N3Z3	Q9CY28	1	1
OtO	Q8N3Z6	B1AX39	1	1
OtO	Q8N412	Q8C8J0	1	1
OtO	Q8N413	Q8CFJ7	1	1
OtO	Q8N414	D3YZI9	1	1
OtO	Q8N427	Q715T0	1	1
OtO	Q8N428	Q9JJ61	1	1
OtO	Q8N431	Q9D300	1	1
OtO	Q8N434	Q6PDF3	1	1
OtO	Q8N436	Q9D2L5	1	1
OtO	Q8N441	Q91V87	1	1
OtO	Q8N442	Q8C3X4	1	1
OtO	Q8N443	Q9D0B8	1	1
OtO	Q8N448	Q91XL2	1	1
OtO	Q8N456	Q9CQ07	1	1
OtO	Q8N461	A2RT62	1	1
OtO	Q8N465	Q8CIM3	1	1
OtO	Q8N468	Q6PDC8	1	1
OtO	Q8N474	Q8C4U3	1	1
OtO	Q8N475	Q8BFR2	1	1
OtO	Q8N485	Q6P566	1	1
OtO	Q8N488	Q8CCI5	1	1
OtO	Q8N490	Q69ZP3	1	1
OtO	Q8N4A0	O08832	1	1
OtO	Q8N4B1	Q8BH49	91	1
OtO	Q8N4B4	Q5NBU5	1	1
OtO	Q8N4B5	Q6PAN7	5	1
OtO	Q8N4C6	Q61043	1	1
OtO	Q8N4C7	Q8R1Q0	1	1
OtO	Q8N4C8	Q9JM52	1	1
OtO	Q8N4C9	Q5QR91	1	1
OtO	Q8N4E4	Q78Y63	1	1
OtO	Q8N4E7	Q9D5H4	1	1
OtO	Q8N4F0	Q8C1E1	1	1
OtO	Q8N4G2	Q3SXC5	1	1
OtO	Q8N4H0	B2RV46	4669	1
OtO	Q8N4H5	B1AXP6	1	1
OtO	Q8N4J0	Q80UY1	1	1
OtO	Q8N4K4	Q3URD2	1	1
OtO	Q8N4L1	Q6GQT5	1	1
OtO	Q8N4L2	Q9CZX7	1	1
OtO	Q8N4L4	Q5F289	1	1
OtO	Q8N4M1	Q921V7	1	1
OtO	Q8N4N3	Q8R124	1	1
OtO	Q8N4N8	Q8C0N1	1	1
OtO	Q8N4P3	Q9D114	1	1
OtO	Q8N4P6	Q9D3W5	1	1
OtO	Q8N4Q0	Q8BGC4	1	1
OtO	Q8N4Q1	Q8VEA4	1	1
OtO	Q8N4S0	Q6PG04	1	1
OtO	Q8N4S7	Q9JJE4	1	1
OtO	Q8N4S9	Q3UZP0	1	1
OtO	Q8N4T0	Q5U901	1	1
OtO	Q8N4T4	Q66JY6	1	1
OtO	Q8N4T8	Q91VT4	1	1
OtO	Q8N4U5	Q8K1H7	1	1
OtO	Q8N4V1	Q8K273	1	1
OtO	Q8N4V2	Q8BFT9	1	1
OtO	Q8N4W6	Q8CHS2	1	1
OtO	Q8N4X5	Q5DTU0	1	1
OtO	Q8N4Y2	Q80ZJ8	1	1
OtO	Q8N4Z0	Q0PD08	1	1
OtO	Q8N511	Q5SYH2	1	1
OtO	Q8N531	Q9QXW0	1	1
OtO	Q8N539	A2AV25	1	1
OtO	Q8N543	Q3U0K8	1	1
OtO	Q8N554	Q8CE64	1	1
OtO	Q8N556	Q80YS6	1	1
OtO	Q8N565	Q6NVG5	1	1
OtO	Q8N567	Q8R1J3	1	1
OtO	Q8N568	Q6PGN3	1	1
OtO	Q8N573	Q4KMM3	2	1
OtO	Q8N584	Q8VE09	1	1
OtO	Q8N594	Q3TV65	1	1
OtO	Q8N5A5	Q8VDM1	1	1
OtO	Q8N5B7	Q9D6K9	2	1
OtO	Q8N5C1	Q8R100	1	1
OtO	Q8N5C6	Q497V5	1	1
OtO	Q8N5C7	Q9D8U7	1	1
OtO	Q8N5C8	Q571K4	1	1
OtO	Q8N5D0	Q80ZK9	1	1
OtO	Q8N5D6	Q8VI38	1	1
OtO	Q8N5G0	D3Z7Q2	1	1
OtO	Q8N5G2	Q7TQE6	1	1
OtO	Q8N5H3	Q9QUI1	1	1
OtO	Q8N5H7	Q9QZS8	1	1
OtO	Q8N5I2	Q99KN1	1	1
OtO	Q8N5I3	Q2TUM3	1	1
OtO	Q8N5I4	Q8VBZ0	709	1
OtO	Q8N5I9	Q9CX66	1	1
OtO	Q8N5J2	Q76LS9	1	1
OtO	Q8N5J4	Q6P3D7	1	1
OtO	Q8N5K1	Q9CQB5	1	1
OtO	Q8N5L8	Q99JH1	1	1
OtO	Q8N5M1	Q91YY4	1	1
OtO	Q8N5M4	Q810A3	1	1
OtO	Q8N5M9	Q5XKN4	1	1
OtO	Q8N5N4	Q8C5S3	51	1
OtO	Q8N5N7	Q8VDT9	1	1
OtO	Q8N5P1	Q9JJ48	1	1
OtO	Q8N5Q1	L7N480	5	1
OtO	Q8N5R6	Q3ULW6	1	1
OtO	Q8N5S1	Q8BVN7	1	1
OtO	Q8N5S3	Q5SPV6	1	1
OtO	Q8N5S9	Q8VBY2	1	1
OtO	Q8N5T2	Q8VDV7	1	1
OtO	Q8N5U0	D3YVJ1	1	1
OtO	Q8N5U1	Q3UPL6	2	1
OtO	Q8N5U6	Q3UIW5	1	1
OtO	Q8N5V2	Q8CHT1	1	1
OtO	Q8N5W9	Q5SVD0	1	1
OtO	Q8N5X7	Q9DBB5	1	1
OtO	Q8N5Y2	Q9WVG9	1	1
OtO	Q8N5Y8	Q7TMM8	1	1
OtO	Q8N5Z0	Q9WVM8	1	1
OtO	Q8N5Z5	E0CYQ0	1	1
OtO	Q8N608	Q6NXK7	1	1
OtO	Q8N609	Q8QZR0	1	1
OtO	Q8N612	Q3U2I3	1	1
OtO	Q8N635	Q9D513	1	1
OtO	Q8N653	Q9CQ33	1	1
OtO	Q8N661	Q497J1	1	1
OtO	Q8N668	Q8K4M5	1	1
OtO	Q8N680	Q3V3W4	1	1
OtO	Q8N682	Q9DC58	1	1
OtO	Q8N684	Q8BTV2	1	1
OtO	Q8N687	Q30KN7	1	1
OtO	Q8N688	Q8K3U4	1	1
OtO	Q8N690	Q8K3I8	1	1
OtO	Q8N695	Q8BYF6	1	1
OtO	Q8N697	Q91W98	1	1
OtO	Q8N699	Q8R411	1	1
OtO	Q8N6C5	Q7TQA1	1	1
OtO	Q8N6D2	Q8C432	1	1
OtO	Q8N6D5	D3YVV3	1	1
OtO	Q8N6F1	Q9ET38	1	1
OtO	Q8N6F7	Q6RFH4	1	1
OtO	Q8N6F8	Q8BGM4	8	1
OtO	Q8N6G2	Q0VB26	1	1
OtO	Q8N6G5	Q8C1F4	1	1
OtO	Q8N6G6	Q8BLI0	1	1
OtO	Q8N6H7	Q99K28	1	1
OtO	Q8N6I1	Q6X7S9	1	1
OtO	Q8N6I4	Q8BH26	1	1
OtO	Q8N6K0	Q9DA77	57	1
OtO	Q8N6K7	Q8C4H2	1	1
OtO	Q8N6L0	Q80VJ8	1	1
OtO	Q8N6L1	Q5RL79	1	1
OtO	Q8N6L7	Q8C353	1	1
OtO	Q8N6M0	Q8K2H2	1	1
OtO	Q8N6M3	P59266	1	1
OtO	Q8N6M5	Q9JHX6	1	1
OtO	Q8N6M6	Q8BXQ6	1	1
OtO	Q8N6M8	Q9D9K8	1	1
OtO	Q8N6M9	Q9JII7	1	1
OtO	Q8N6N2	Q9D6E4	1	1
OtO	Q8N6N3	Q9CWU4	1	1
OtO	Q8N6N6	Q9DBW3	1	1
OtO	Q8N6N7	Q9D258	1	1
OtO	Q8N6P7	Q80XZ4	1	1
OtO	Q8N6Q1	Q9D9D5	1	1
OtO	Q8N6Q3	Q8R2S8	5	1
OtO	Q8N6Q8	Q6NXH8	1	1
OtO	Q8N6R0	Q91YR5	1	1
OtO	Q8N6R1	Q6TAW2	1	1
OtO	Q8N6S4	Q3UX43	1	1
OtO	Q8N6S5	Q8BH07	1	1
OtO	Q8N6T0	J3QMY9	21	1
OtO	Q8N6T3	Q9EPJ9	1	1
OtO	Q8N6T7	P59941	1	1
OtO	Q8N6U8	B2RPY5	1	1
OtO	Q8N6V4	Q3KNL4	1	1
OtO	Q8N6V9	Q9D845	1	1
OtO	Q8N6W0	A0A5F8MPH2	1	1
OtO	Q8N6Y0	Q8R370	1	1
OtO	Q8N6Y1	Q8BIZ0	1	1
OtO	Q8N6Y2	Q9CXD9	1	1
OtO	Q8N715	Q3V118	1	1
OtO	Q8N720	Q9CZP3	1	1
OtO	Q8N729	F7B5D6	1	1
OtO	Q8N755	Q8C6U2	1	1
OtO	Q8N766	Q8C7X2	1	1
OtO	Q8N7A1	Q80YG3	1	1
OtO	Q8N7B1	Q5SQP1	1	1
OtO	Q8N7B6	Q9D3X5	1	1
OtO	Q8N7C0	Q5M8M9	1	1
OtO	Q8N7C3	E9PW10	1	1
OtO	Q8N7C4	Q14AF1	1	1
OtO	Q8N7C7	G3X9R7	1	1
OtO	Q8N7F7	Q9CQ84	1	1
OtO	Q8N7G0	Q9DAC9	1	1
OtO	Q8N7H5	Q8K2T8	1	1
OtO	Q8N7J2	Q8CCJ4	1	1
OtO	Q8N7L0	Q8CC14	1	1
OtO	Q8N7M0	Q9D5I4	1	1
OtO	Q8N7P1	Q3UNN8	1	1
OtO	Q8N7R1	A0A1B0GSJ4	4	1
OtO	Q8N7R7	D3YUJ3	1	1
OtO	Q8N7S2	Q8C632	4	1
OtO	Q8N7U6	Q8CDU5	1	1
OtO	Q8N7W2	Q8BSV3	1	1
OtO	Q8N7X0	G3UZ78	1	1
OtO	Q8N7X2	A2RSX4	175	1
OtO	Q8N7X8	A2RSL7	797	1
OtO	Q8N7Z5	A0A140LI88	1	1
OtO	Q8N801	Q9DAG5	1	1
OtO	Q8N806	Q8BU04	1	1
OtO	Q8N807	Q9DAN1	1	1
OtO	Q8N815	Q9D995	1	1
OtO	Q8N819	Q8BGL1	1	1
OtO	Q8N841	A4Q9E8	1	1
OtO	Q8N865	Q9D5Y0	1	1
OtO	Q8N884	Q8C6L5	1	1
OtO	Q8N895	Q6NS86	1	1
OtO	Q8N8A2	B2RXR6	1	1
OtO	Q8N8A6	Q6P9R1	1	1
OtO	Q8N8A8	Q8CHT6	1	1
OtO	Q8N8B7	Q3US16	1	1
OtO	Q8N8D1	Q9WTY1	1	1
OtO	Q8N8D7	Q3URJ8	1	1
OtO	Q8N8E2	Q6PD29	1	1
OtO	Q8N8E3	Q5PR68	1	1
OtO	Q8N8F6	Q9JIM5	2	1
OtO	Q8N8F7	Q3UQS2	1	1
OtO	Q8N8G2	Q8BGW8	1	1
OtO	Q8N8I0	Q0VE29	1	1
